Dist(mi),SpdLim(mph),Grade(%),Curve(Doc),Catenary(Y/N),Elev
627.497216,60.0,-0.304,0.002,0,3340.408253
627.8079015,60.0,0.0,0.0,0,3340.408345
628.118587,60.0,-0.178,0.0,0,3337.488498
628.4292725,60.0,-0.126,0.0,0,3335.421671
628.739958,60.0,-0.122,0.0,0,3333.420447
629.0506435,60.0,-0.122,0.0,0,3331.419233
629.361329,60.0,-0.062,0.0,0,3330.402269
629.6720145,60.0,-0.184,0.001,0,3327.384373
629.9827,60.0,-0.12,0.003,0,3325.417921
630.2933855,60.0,-0.064,0.002,0,3324.369539
630.604071,60.0,-0.056,0.0,0,3323.450988
630.9147565,60.0,-0.186,0.0,0,3320.399888
631.225442,60.0,0.012,0.294,0,3320.593118
631.5356403,60.0,-0.792,0.521,0,3307.614466
631.8463258,60.0,0.517,0.226,0,3316.096021
632.1570113,60.0,-0.244,0.0,0,3312.093451
632.4676968,60.0,-0.06,0.0,0,3311.109255
632.7783823,60.0,0.0,0.0,0,3311.109334
633.0890678,60.0,0.0,0.0,0,3311.1094
633.3997533,60.0,-0.306,0.0,0,3306.089786
633.7104388,60.0,0.0,0.0,0,3306.089853
634.0211243,60.0,-0.304,0.0,0,3301.103044
634.3318098,60.0,-0.004,0.0,0,3301.037497
634.6424953,60.0,-0.302,0.0,0,3296.083497
634.9531808,60.0,0.0,0.0,0,3296.083563
635.2638663,60.0,-0.39,0.0,0,3289.685996
635.5745518,60.0,-0.098,0.0,0,3288.078452
635.8852373,60.0,0.0,0.0,0,3288.07852
636.1959228,60.0,-0.122,0.0,0,3286.077276
636.5066083,60.0,0.0,0.0,0,3286.077345
636.8172938,60.0,0.0,0.0,0,3286.077411
637.1279793,60.0,0.0,0.0,0,3286.077477
637.4386648,60.0,0.004,0.0,0,3286.143363
637.7493503,60.0,-0.556,0.002,0,3277.02408
638.0600358,60.0,-0.058,0.002,0,3276.073749
638.3707213,60.0,-0.304,0.0,0,3271.086941
638.6814068,60.0,-0.184,0.0,0,3268.068637
638.9920923,60.0,-0.06,0.0,0,3267.084453
639.3027778,60.0,0.0,0.0,0,3267.08452
639.6134633,60.0,0.0,0.009,0,3267.090723
639.9241488,60.0,-0.062,0.005,0,3266.07698
640.2348331,60.0,0.003,0.021,0,3266.123887
640.5455173,60.0,-0.002,0.004,0,3266.093869
640.8562028,60.0,0.001,0.013,0,3266.102226
641.1668883,60.0,-0.264,0.0,0,3261.771586
641.4775738,60.0,-0.276,0.0,0,3257.244096
641.7882593,60.0,-0.07,0.0,0,3256.09587
642.0989448,60.0,0.062,0.001,0,3257.113835
642.4096303,60.0,-0.028,0.003,0,3256.656566
642.7203158,60.0,0.238,0.002,0,3260.561841
643.0310013,60.0,-0.272,0.0,0,3256.099968
643.3416868,60.0,-0.252,0.0,0,3251.966177
643.6523723,60.0,-0.42,0.0,0,3245.076482
643.9630578,60.0,-0.06,0.0,0,3244.0923
644.2737433,60.0,-0.062,0.0,0,3243.075309
644.5844288,60.0,-0.122,0.0,0,3241.074061
644.8951143,60.0,-0.304,0.0,0,3236.087252
645.2057998,60.0,0.0,0.0,0,3236.087322
645.5164853,60.0,-0.182,0.0,0,3233.101826
645.8271708,60.0,-0.366,0.0,0,3227.097959
646.1378563,60.0,-0.062,0.009,0,3226.087124
646.4485412,60.0,-0.244,0.012,0,3222.092614
646.7592267,60.0,-0.121,0.032,0,3220.112408
647.0698209,60.0,-0.212,0.812,0,3216.642229
647.3793686,60.0,0.119,1.416,0,3218.584732
647.6900454,60.0,-0.036,0.641,0,3217.988265
648.0007309,60.0,0.001,0.017,0,3217.999326
648.0145499,60.0,0.001,0.017,0,3217.999818
648.3252354,60.0,0.0,0.0,0,3217.999818
648.6359209,60.0,0.0,0.0,0,3217.999821
648.9466064,60.0,-0.256,0.0,0,3213.800351
649.2572919,60.0,-0.17,0.0,0,3211.01164
649.5679774,60.0,0.0,0.0,0,3211.011643
649.8159019,60.0,-0.078,0.0,0,3209.994585
650.1265874,60.0,0.122,0.0,0,3211.995897
650.4372729,60.0,-0.122,0.001,0,3209.994958
650.7479584,60.0,-0.122,0.0,0,3207.99365
651.0586439,60.0,-0.304,0.0,0,3203.006809
651.3477312,60.0,-0.327,0.0,0,3198.019966
651.6584167,60.0,0.0,0.0,0,3198.019966
651.9691022,60.0,0.0,0.0,0,3198.019969
652.2797877,60.0,0.0,0.0,0,3198.019971
652.5904732,60.0,0.0,0.0,0,3198.019974
652.9011587,60.0,0.0,0.0,0,3198.019977
653.2118442,60.0,-0.116,0.0,0,3196.117094
653.5225297,60.0,-0.372,0.0,0,3190.014736
653.8332152,60.0,-0.25,0.003,0,3185.915804
654.1439007,60.0,0.128,0.003,0,3188.017745
654.3803398,60.0,0.0,0.003,0,3188.019423
654.6910253,60.0,0.0,0.0,0,3188.019423
655.0017108,60.0,-0.428,0.0,0,3180.99843
655.3123963,60.0,0.192,0.0,0,3184.148038
655.6230818,60.0,-0.376,0.0,0,3177.980065
655.9337673,60.0,0.0,0.0,0,3177.980067
656.2444528,60.0,-0.122,0.0,0,3175.978758
656.5551383,60.0,-0.408,0.0,0,3169.28585
656.8658238,60.0,-0.08,0.0,0,3167.973517
657.1765093,60.0,0.0,0.0,0,3167.97352
657.4871948,60.0,0.0,0.0,0,3167.973523
657.7978803,60.0,-0.118,0.0,0,3166.037831
658.1085658,60.0,-0.368,0.0,0,3160.00109
658.4192513,60.0,-0.112,0.001,0,3158.16437
658.7299368,60.0,-0.01,0.001,0,3158.001264
659.0406223,60.0,0.0,0.001,0,3158.001651
659.3513078,60.0,-0.242,0.0,0,3154.031839
659.6619933,60.0,-0.246,0.002,0,3149.997721
659.9726788,60.0,-0.122,0.004,0,3147.999299
660.2833643,60.0,0.0,0.002,0,3148.000869
660.5940498,60.0,0.0,0.0,0,3148.000872
660.9047353,60.0,-0.366,0.0,0,3141.996939
661.2154208,60.0,-0.062,0.0,0,3140.979882
661.5261063,60.0,-0.06,0.0,0,3139.995633
661.8367918,60.0,-0.112,0.0,0,3138.158366
662.1474773,60.0,-0.012,0.0,0,3137.961519
662.4581628,60.0,0.0,0.0,0,3137.961522
662.7688483,60.0,-0.37,0.007,0,3131.896873
663.0795338,60.0,-0.238,0.009,0,3127.998584
663.3902193,60.0,0.0,0.006,0,3128.002799
663.7009048,60.0,0.0,0.01,0,3128.00919
664.0115903,60.0,0.0,0.002,0,3128.010357
664.3222758,60.0,0.0,0.0,0,3128.01036
664.6329613,60.0,-0.368,0.0,0,3121.973618
664.9436468,60.0,-0.12,0.0,0,3120.005118
665.2543323,60.0,-0.062,0.0,0,3118.98806
665.5650178,60.0,-0.06,0.0,0,3118.003812
665.8757033,60.0,-0.248,0.0,0,3113.935575
666.1863888,60.0,-0.236,0.0,0,3110.064188
666.4970743,60.0,0.058,0.0,0,3111.015634
666.8077598,60.0,-0.062,0.0,0,3109.998576
667.1184453,60.0,-0.122,0.0,0,3107.997267
667.4291308,60.0,0.0,0.0,0,3107.99727
667.7398163,60.0,-0.086,0.0,0,3106.586513
668.0505018,60.0,-0.524,0.0,0,3097.990718
668.3611873,60.0,0.0,0.0,0,3097.99072
668.6718728,60.0,0.094,0.0,0,3099.532717
668.9825583,60.0,-0.096,0.0,0,3097.957917
669.2932438,60.0,-0.098,0.0,0,3096.350309
669.6039293,60.0,0.098,0.002,0,3097.959317
669.9146117,60.0,-0.235,0.214,0,3094.097172
670.2252518,60.0,-0.05,0.258,0,3093.282135
670.5359373,60.0,0.002,0.04,0,3093.308242
670.8466222,60.0,-0.036,0.011,0,3092.724706
671.1573077,60.0,-0.268,0.005,0,3088.331367
671.4679932,60.0,0.0,0.0,0,3088.331376
671.7786787,60.0,-0.306,0.0,0,3083.311701
672.0893642,60.0,0.001,0.027,0,3083.32941
672.400046,60.0,0.002,0.001,0,3083.363163
672.7107315,60.0,-0.245,0.026,0,3079.344504
673.021417,60.0,-0.059,0.019,0,3078.372911
673.3320888,60.0,0.022,0.544,0,3078.729729
673.6424773,60.0,-0.28,0.655,0,3074.139175
673.9531628,60.0,0.005,0.13,0,3074.224149
674.2638483,60.0,-0.102,0.0,0,3072.550922
674.5745338,60.0,-0.202,0.0,0,3069.237275
674.8852193,60.0,0.0,0.0,0,3069.237275
675.1959048,60.0,-0.184,0.0,0,3066.218904
675.5065903,60.0,-0.056,0.0,0,3065.300269
675.8172758,60.0,-0.066,0.0,0,3064.217593
676.1279613,60.0,-0.244,0.0,0,3060.214969
676.4386468,60.0,-0.06,0.001,0,3059.231274
676.7493323,60.0,-0.124,0.002,0,3057.198774
677.0600178,60.0,-0.182,0.002,0,3054.214273
677.3707033,60.0,0.0,0.0,0,3054.214273
677.6813888,60.0,0.0,0.0,0,3054.214274
677.9920743,60.0,-0.248,0.0,0,3050.146034
678.3027598,60.0,-0.056,0.0,0,3049.2274
678.6134453,60.0,0.0,0.0,0,3049.2274
678.9241308,60.0,-0.228,0.0,0,3045.487244
679.2348163,60.0,-0.078,0.0,0,3044.207717
679.5455018,60.0,0.0,0.009,0,3044.213882
679.8561866,60.0,0.001,0.014,0,3044.223115
680.1668721,60.0,-0.3,0.098,0,3039.300598
680.47747,60.0,0.007,0.167,0,3039.410034
680.7881555,60.0,-0.177,0.073,0,3036.505424
681.098841,60.0,-0.064,0.0,0,3035.455557
681.4095265,60.0,-0.07,0.0,0,3034.307265
681.720212,60.0,-0.296,0.0,0,3029.451626
682.0308975,60.0,0.0,0.0,0,3029.451628
682.341583,60.0,0.0,0.0,0,3029.451629
682.6522685,60.0,0.0,0.0,0,3029.451632
682.962954,60.0,-0.242,0.0,0,3025.481819
683.2736395,60.0,-0.064,0.0,0,3024.431952
683.584325,60.0,0.0,0.0,0,3024.431954
683.8950105,60.0,-0.298,0.0,0,3019.543507
684.205696,60.0,-0.006,0.0,0,3019.445084
684.5163815,60.0,0.0,0.0,0,3019.445086
684.827067,60.0,-0.306,0.0,0,3014.425404
685.1377525,60.0,0.0,0.0,0,3014.425406
685.448438,60.0,0.0,0.0,0,3014.425408
685.7591235,60.0,-0.304,0.0,0,3009.438536
686.069809,60.0,-0.058,0.0,0,3008.487094
686.3804945,60.0,-0.246,0.0,0,3004.451664
686.69118,60.0,0.0,0.0,0,3004.451887
687.0018655,60.0,-0.244,0.005,0,3000.452397
687.3125504,60.0,-0.061,0.028,0,2999.453464
687.6232328,60.0,0.0,0.003,0,2999.455353
687.9339183,60.0,0.001,0.026,0,2999.472462
688.2446038,60.0,-0.059,0.019,0,2998.500462
688.5552868,60.0,-0.178,0.005,0,2995.584095
688.8659698,60.0,-0.065,0.021,0,2994.515189
689.1766553,60.0,0.0,0.008,0,2994.520287
689.4873408,60.0,-0.592,0.0,0,2984.809006
689.7980263,60.0,0.419,0.037,0,2991.690096
690.1087044,60.0,-0.127,0.078,0,2989.608791
690.419388,60.0,0.002,0.047,0,2989.639679
690.7300735,60.0,-0.428,0.006,0,2982.622471
691.040759,60.0,0.062,0.0,0,2983.639532
691.3514445,60.0,-0.122,0.004,0,2981.641156
691.6621275,60.0,-0.088,0.345,0,2980.194463
691.9719251,60.0,0.022,1.053,0,2980.555532
692.2825659,60.0,0.03,0.741,0,2981.041494
692.5932514,60.0,0.001,0.031,0,2981.061902
692.9039369,60.0,0.0,0.0,0,2981.061902
693.2146224,60.0,-0.502,0.0,0,2972.826997
693.5253079,60.0,0.13,0.0,0,2974.959542
693.8359934,60.0,-0.238,0.0,0,2971.055344
694.1466789,60.0,-0.056,0.0,0,2970.136786
694.4573644,60.0,-0.242,0.139,0,2966.160048
694.7678274,60.0,-0.061,0.024,0,2965.158995
694.9396881,60.0,-0.111,0.024,0,2964.150796
